key_index,capture_frame,mame_frame,source_png,review_png,tile_hash,png_hash
20,119,3635,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00119_mame_3635.png,keyframes/key_0020.png,eaea0acfa89f7794f3e78a02a38a3946dfa3469d,76bd1c2115252c0e6c4dd1d8e52ff7a916d78e2b
21,135,3651,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00135_mame_3651.png,keyframes/key_0021.png,ae3d919e0e1d3de5db2bffc7a986e22d3d6860a3,6576677351bb7e7bcecc43b2cd96ae58471ad1a8
22,141,3657,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00141_mame_3657.png,keyframes/key_0022.png,c402faa0e3279796b6657c9d44c4279b5c1b8e75,40d3b542cbdc5621a01c0cbd3c525615369ac82b
23,151,3667,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00151_mame_3667.png,keyframes/key_0023.png,d025d2c95a8e894f59a9be39b3bdbbdd89fd147d,11fd3c6d027dda0c21d41a7d5b498575182de5be
24,162,3678,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00162_mame_3678.png,keyframes/key_0024.png,bf2b17814f5704d568495f4b26c61b0da14e0660,a47667572e24cbeb1c0ab2984d55988bd5ff57b3
25,163,3679,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00163_mame_3679.png,keyframes/key_0025.png,f725229bf0537edd47dfabe1e3e8e258c441371d,5e74bbc1dbe8cb866293e3657674d4027ea62a30
26,169,3685,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00169_mame_3685.png,keyframes/key_0026.png,f4012726c53712accf05a4e0079f49eaf0b4aae7,a9ec9c41c296b72ba1e865792824af4a494e0032
27,173,3689,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00173_mame_3689.png,keyframes/key_0027.png,ca0722970a9fe170a699b7f8d100fcda41fd89f4,33130ff521232192c5df877c7e95d916946a7204
28,175,3691,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00175_mame_3691.png,keyframes/key_0028.png,6874c5f14fd02c062f2c6b393a39fa74fecac3b2,fa72609ed8accebb62623d42c10a0200f929fb97
29,176,3692,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00176_mame_3692.png,keyframes/key_0029.png,465023cc4182a0190035cb87266555b1083a18f4,4319985001f23e5d08d39ec11fc5b65330b12bf4
30,191,3707,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00191_mame_3707.png,keyframes/key_0030.png,f6f8300d44616afef13b67a03a3a7848930285ae,545d4c6a219f59248a63e68aac49873c753e62dc
31,206,3722,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00206_mame_3722.png,keyframes/key_0031.png,6932298496975f84916a14202d57a6d0fce3bdba,a57db07aa9c835f4c00ab20172695d26e0328967
32,207,3723,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00207_mame_3723.png,keyframes/key_0032.png,117f2936afc941f5290940e5254df94c50569938,f2632304bff4df9845cd1fb2ea87364a2da2a95b
33,212,3728,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00212_mame_3728.png,keyframes/key_0033.png,bd540064aa53d88caf7b53cc3a3974cfd24a3578,502143c9e3a18b55c344ac635f80a7f148b9fb9b
34,213,3729,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00213_mame_3729.png,keyframes/key_0034.png,84e0800b2c25c8877f45c3884fd72b4b8d232a23,68258d63a4a9617bbdcc465aed24a52f11dbc702
35,218,3734,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00218_mame_3734.png,keyframes/key_0035.png,ab8237cf90179d88dcb360cd55bd196cdecc678a,cbf928a9ed376d5107086207e1b475661bc00799
36,223,3739,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00223_mame_3739.png,keyframes/key_0036.png,9c78984a7ef407b950fcd9cb3283e7e9d02e83d8,66e7cf24704ec76d31d371e6bb7eb4d951521798
37,224,3740,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00224_mame_3740.png,keyframes/key_0037.png,f88e5d51c256b3d992db258c262ba083eb281d0e,87f98d5b29a8c4940854b2c118a44dde42b52f71
38,231,3747,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00231_mame_3747.png,keyframes/key_0038.png,7d6c57e44a559aa3a853a440c2277cbe3fc52f1c,93ab18ff0f2cffa33eb93fac5b195372d23ec06c
39,239,3755,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00239_mame_3755.png,keyframes/key_0039.png,d4d136378933b2643d2c5430176588cc3e0540ed,9df30efa93394b4d6a8dd9361ee86801d5c45365
40,245,3761,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00245_mame_3761.png,keyframes/key_0040.png,7227553f52497f70c66ada1f272c4089d8d56760,63434e9f8c6b82fda3783309f593f55555e3c530
41,248,3764,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00248_mame_3764.png,keyframes/key_0041.png,0aa29255352107ea37c79fa2f2fc868d14f57185,d1db4d5440885c8c8d54805e0ab1e3ad417a611e
42,263,3779,..\..\mame-src\snap\xybots_capture\wall_turn_recordings\session_0002\playfield\frame_00263_mame_3779.png,keyframes/key_0042.png,c234a24756bb335fa422690e39f6fb7e11a4ff07,c096c715375faf06dc22723f17ad0b14ca7f3c07
