index,name,type,width,height,atlas_x,atlas_y,atlas_w,atlas_h,source_kind,source,source_crop_x,source_crop_y,source_component,source_x,source_y,source_w,source_h,area,source_count,hash,image
324,"wall_0324",wall,45,120,415,1329,45,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_007_capture_0016.png",0,0,1,131,0,45,120,1946,2,b2642249ff6b0f6d9c4e9ec9640b877243de4177,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0324.png"
70,"wall_0070",wall,48,120,462,1329,48,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0015.png",0,96,1,128,120,48,120,4115,2,dc7e2903614fbe846999789baaa37456c05d0136,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0070.png"
75,"wall_0075",wall,48,120,512,1329,48,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0017.png",0,96,1,128,120,48,120,3812,2,119b57ca6fe1ba779eee29907fb2ca825e6c9870,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0075.png"
80,"wall_0080",wall,48,120,562,1329,48,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0019.png",0,96,1,128,120,48,120,3354,7,b98650d25a09d180176e5bd0b09ebf4d701827db,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0080.png"
116,"wall_0116",wall,48,120,612,1329,48,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0004/keyframes/key_0001.png",0,96,1,128,120,48,120,3163,5,783a470ad905b77903a96fbafd4840406f46d722,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0116.png"
121,"wall_0121",wall,48,120,662,1329,48,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0002.png",0,96,1,128,120,48,120,2432,1,b625d0bf07ad64df6f3af4b1212b8222420f7094,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0121.png"
318,"wall_0318",wall,48,120,712,1329,48,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_005_capture_0008.png",0,0,1,128,0,48,120,3869,1,403d3a20a06b73e4581429da1a0fc94c349463d0,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0318.png"
321,"wall_0321",wall,48,120,762,1329,48,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_006_capture_0009.png",0,0,1,128,0,48,120,2867,2,c143c8ea4ae7e11415aab3f335772fefc5775003,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0321.png"
382,"wall_0382",wall,48,120,812,1329,48,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_026_capture_0058.png",0,0,1,128,0,48,120,3445,1,7c9a6e3c8d8aad9a65858d22ba77c64e8f4c0d39,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0382.png"
415,"wall_0415",wall,48,120,862,1329,48,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_039_capture_0106.png",0,0,1,128,0,48,120,1855,1,2037c0c713e860c54567cf1fbd18ed1129bdfefd,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0415.png"
420,"wall_0420",wall,48,120,912,1329,48,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_041_capture_0108.png",0,0,1,128,0,48,120,2676,1,a114175b4a7625edb2c86f35397cac5853f5f22d,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0420.png"
65,"wall_0065",wall,56,120,962,1329,56,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0008.png",0,96,1,120,120,56,120,4720,7,da5790772aa80d734b4a8c6e8c87ea79f5066540,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0065.png"
312,"wall_0312",wall,56,120,1020,1329,56,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_002_capture_0003.png",0,0,1,120,0,56,120,4458,1,2f08f2ecc66fe21164c19817465aa6de2f5cbcae,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0312.png"
380,"wall_0380",wall,56,120,1078,1329,56,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_025_capture_0051.png",0,0,1,120,0,56,120,4267,1,ed8d38f7f6cace30f5a6d01f774a40497a92041b,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0380.png"
60,"wall_0060",wall,64,120,1136,1329,64,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0006.png",0,96,1,112,120,64,120,5121,2,8d18c32d74468662f1418f8f2f9521c3018f6765,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0060.png"
55,"wall_0055",wall,69,120,1202,1329,69,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0004.png",0,96,1,107,120,69,120,5221,2,98beeb2959d78963efa9706cebdb578200300943,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0055.png"
33,"wall_0033",wall,72,120,1273,1329,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0022.png",0,96,1,104,120,72,120,5448,24,efffefb99faafc9225ac689cddcc73bc19a39df5,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0033.png"
136,"wall_0136",wall,72,120,1347,1329,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0005.png",0,96,1,104,120,72,120,3574,2,90f25cd47ae57dcd755051152440a846815601c1,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0136.png"
238,"wall_0238",wall,72,120,1421,1329,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0047.png",0,96,1,104,120,72,120,5569,1,c7d97a74e8976def7988b26624954f1c6f09bbb9,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0238.png"
289,"wall_0289",wall,72,120,1495,1329,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0069.png",0,96,1,104,120,72,120,5017,3,f1b93e0cd0bc11bf1b4ec1c020c6109dacc8241c,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0289.png"
309,"wall_0309",wall,72,120,1569,1329,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_001_capture_0001.png",0,0,1,104,0,72,120,5186,1,5a44354a6ffd029a6722e7dd95d40b5cee24b317,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0309.png"
183,"wall_0183",wall,80,120,1643,1329,80,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0020.png",0,96,1,96,120,80,120,5643,1,c3d9d95ebaead01752e324407c32fef179f0561c,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0183.png"
350,"wall_0350",wall,80,120,1725,1329,80,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_017_capture_0031.png",0,0,1,96,0,80,120,5269,2,ee5a577ed62cd86d98fa5567fd9f8732631f2d45,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0350.png"
259,"wall_0259",wall,96,120,1807,1329,96,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0056.png",0,96,1,80,120,96,120,5486,1,ed6af7caa6fd6a5970f45838dc081b0a74d35974,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0259.png"
354,"wall_0354",wall,112,120,1905,1329,112,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_018_capture_0033.png",0,0,1,64,0,112,120,5908,1,89e43fc8c39d610a45336ee71b4f73d3920bcafb,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0354.png"
39,"wall_0039",wall,120,120,2,1451,120,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0026.png",0,96,1,56,120,120,120,8641,1,e9f902cbccfedbb00f88a14a7271431f09a16de8,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0039.png"
358,"wall_0358",wall,120,120,124,1451,120,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_019_capture_0034.png",0,0,1,56,0,120,120,6488,1,6a3804554900df63c6b47c647075b48ce442c7e2,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0358.png"
362,"wall_0362",wall,124,120,246,1451,124,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_020_capture_0039.png",0,0,1,52,0,124,120,7033,1,fddf4d24452a42a9d4260498bde8091949d7ad40,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0362.png"
347,"wall_0347",wall,133,120,372,1451,133,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_016_capture_0030.png",0,0,1,43,0,133,120,8473,1,914bcd8db745afbda53bd70df19b567d7016cb5f,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0347.png"
366,"wall_0366",wall,143,120,507,1451,143,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_021_capture_0040.png",0,0,1,33,0,143,120,7666,1,128c2303a4d3bd7d9b0f2aed2156aef5eb6a6311,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0366.png"
370,"wall_0370",wall,143,120,652,1451,143,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_022_capture_0041.png",0,0,1,33,0,143,120,8511,1,1f75bcad49fb040d0dd4c36c27543a810a1145a9,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0370.png"
125,"wall_0125",wall,144,120,797,1451,144,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0003.png",0,96,1,32,120,144,120,7283,2,dd31bc0256bc3b813967df4d2a9a0128def5ad0b,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0125.png"
293,"wall_0293",wall,144,120,943,1451,144,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0071.png",0,96,1,32,120,144,120,8487,1,e10944df6e9b01c37f8b9010b45479bc34db959d,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0293.png"
300,"wall_0300",wall,144,120,1089,1451,144,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0076.png",0,96,1,32,120,144,120,8354,1,7337d2159bd465541af5e08f75e715b8a56c2ab8,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0300.png"
218,"wall_0218",wall,160,120,1235,1451,160,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0033.png",0,96,1,16,120,160,120,8532,2,b81822812e3e1954ce6acd10a9b435f43276d9b1,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0218.png"
4,"wall_0004",wall,176,120,1397,1451,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0001.png",0,96,1,0,120,176,120,14102,17,6839866a67f74aa129c8e73198f0a8e6b49eb1c0,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0004.png"
8,"wall_0008",wall,176,120,1575,1451,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0003.png",0,96,1,0,120,176,120,15525,4,76ff4ca18195af253b90c1a963e1a4042983bf76,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0008.png"
11,"wall_0011",wall,176,120,1753,1451,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0004.png",0,96,1,0,120,176,120,15797,4,f23f406647a06d68a4e6bbd9fb979cc91d467392,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0011.png"
15,"wall_0015",wall,176,120,2,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0005.png",0,96,1,0,120,176,120,15525,9,9a79132abaebdd1350f30c5d6b8a0629dd8233cc,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0015.png"
18,"wall_0018",wall,176,120,180,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0007.png",0,96,1,0,120,176,120,13911,14,41a3e8b905cff4cab0bf51198b0963f9ad16d6c3,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0018.png"
21,"wall_0021",wall,176,120,358,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0018.png",0,96,1,0,120,176,120,14973,3,4141b1aef4b732840b84ab7dc689f11bd3b4250b,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0021.png"
24,"wall_0024",wall,176,120,536,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0019.png",0,96,1,0,120,176,120,13681,3,5473039ca21f290345d6a666e20c10e6c0577d15,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0024.png"
44,"wall_0044",wall,176,120,714,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0027.png",0,96,1,0,120,176,120,13681,2,9856ecde5fb314cdcdd5c56c7621ad34527b4d22,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0044.png"
47,"wall_0047",wall,176,120,892,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0028.png",0,96,1,0,120,176,120,14973,7,d6775d3edf02382960125a719ac2cef62b91269c,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0047.png"
50,"wall_0050",wall,176,120,1070,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0030.png",0,96,1,0,120,176,120,13932,9,a7bd39633bd21c73605a3a65f08267e49d718952,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0050.png"
89,"wall_0089",wall,176,120,1248,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0026.png",0,96,1,0,120,176,120,11641,2,2cf9907bfa0e1312338f687a799df742f0aa0254,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0089.png"
98,"wall_0098",wall,176,120,1426,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0031.png",0,96,1,0,120,176,120,13530,2,5199924dbd5274a5868854a2b7ec485e1303fe4e,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0098.png"
101,"wall_0101",wall,176,120,1604,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0033.png",0,96,1,0,120,176,120,12610,2,208ae06099e2d09b302f9d7eb025aba96a9206cf,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0101.png"
105,"wall_0105",wall,176,120,1782,1573,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0035.png",0,96,1,0,120,176,120,10790,2,cfe614a3dcff9a1d88cbc9949802671a3aa6ba45,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0105.png"
109,"wall_0109",wall,176,120,2,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0037.png",0,96,1,0,120,176,120,11184,6,951cc1c3860b8de79855158347a92777fcdfe218,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0109.png"
112,"wall_0112",wall,176,120,180,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0003/keyframes/key_0006.png",0,96,1,0,120,176,120,13741,16,faf7b50c5a92f4d83adc9b0966a45b37b8531d83,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0112.png"
130,"wall_0130",wall,176,120,358,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0004.png",0,96,1,0,120,176,120,10219,1,ab7eebcf806cbdbaed554665e098506cc55c662e,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0130.png"
147,"wall_0147",wall,176,120,536,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0007.png",0,96,1,0,120,176,120,10049,1,e6d29ff41f1e14887c37372dc2523b94246e90de,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0147.png"
151,"wall_0151",wall,176,120,714,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0008.png",0,96,1,0,120,176,120,9105,3,a5fccea6ba3e5ed69893a9251fbb70cade3ea3e8,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0151.png"
155,"wall_0155",wall,176,120,892,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0009.png",0,96,1,0,120,176,120,9072,3,a66c53dbc66bd2338adae6c31e19cb4923bdc8fd,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0155.png"
159,"wall_0159",wall,176,120,1070,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0010.png",0,96,1,0,120,176,120,9414,2,97545192914b8e818f94a6db61368a0fd099b7ec,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0159.png"
163,"wall_0163",wall,176,120,1248,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0013.png",0,96,1,0,120,176,120,11752,3,84fc52136d60192460db693a38a562f629864654,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0163.png"
168,"wall_0168",wall,176,120,1426,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0014.png",0,96,1,0,120,176,120,8350,1,e644ce784b0d792f7e9f82c36098c083e41263e2,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0168.png"
171,"wall_0171",wall,176,120,1604,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0016.png",0,96,1,0,120,176,120,10553,1,ec75ba6835adff077a660d7919eaa87fcb4d0763,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0171.png"
175,"wall_0175",wall,176,120,1782,1695,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0018.png",0,96,1,0,120,176,120,10563,1,ee1096a8e050d3f97effc375f21c6166f91fa504,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0175.png"
179,"wall_0179",wall,176,120,2,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0019.png",0,96,1,0,120,176,120,9265,2,ec0fae8f262fc2cce62a2aefa350074083972cb1,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0179.png"
188,"wall_0188",wall,176,120,180,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0022.png",0,96,1,0,120,176,120,10178,2,a9b88f65f742696c17f4939d21c47de1330b4ba4,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0188.png"
192,"wall_0192",wall,176,120,358,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0023.png",0,96,1,0,120,176,120,11376,1,cddc1f2383b218047486dede486758f709993d83,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0192.png"
196,"wall_0196",wall,176,120,536,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0024.png",0,96,1,0,120,176,120,11218,1,5ac7c0d2fc97fb98a38129595048ce109236a56b,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0196.png"
200,"wall_0200",wall,176,120,714,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0025.png",0,96,1,0,120,176,120,9775,1,e18949f7bb95bdcf80356b02e4cf208369950acf,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0200.png"
204,"wall_0204",wall,176,120,892,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0026.png",0,96,1,0,120,176,120,9820,1,ce1f232f91e6d67e4e35f532d21d3e6a93ec6cfa,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0204.png"
208,"wall_0208",wall,176,120,1070,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0028.png",0,96,1,0,120,176,120,7928,2,65cdbe87a47bc2e1be3d891571540788dd17f802,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0208.png"
211,"wall_0211",wall,176,120,1248,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0031.png",0,96,1,0,120,176,120,13814,1,384d5dbcd066170d7b01730f99bf036a63e2be78,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0211.png"
215,"wall_0215",wall,176,120,1426,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0032.png",0,96,1,0,120,176,120,10042,2,3293235902d3438599e1b8095669c115ba8948b5,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0215.png"
222,"wall_0222",wall,176,120,1604,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0037.png",0,96,1,0,120,176,120,11718,1,ac4f50142ad7e37ac5d8419194cfe7efe6707121,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0222.png"
226,"wall_0226",wall,176,120,1782,1817,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0038.png",0,96,1,0,120,176,120,13014,1,19563dbb776903feaf8ff8325c0c9007d006e93f,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0226.png"
229,"wall_0229",wall,176,120,2,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0040.png",0,96,1,0,120,176,120,13532,2,f692c2ab18a210175f2d6177e1de1f8c1d533f46,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0229.png"
265,"wall_0265",wall,176,120,180,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0058.png",0,96,1,0,120,176,120,10136,1,a0ff34e5c5b3b5dee4ddec0c3352004c8ad59f1f,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0265.png"
269,"wall_0269",wall,176,120,358,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0060.png",0,96,1,0,120,176,120,13282,1,0f0229fcb39c3b16192fe5569076e618f76a3b75,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0269.png"
273,"wall_0273",wall,176,120,536,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0062.png",0,96,1,0,120,176,120,10766,2,acfe44ca3f3c39cbfb197965e7d9f81415d5a45a,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0273.png"
277,"wall_0277",wall,176,120,714,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0063.png",0,96,1,0,120,176,120,12564,1,8327e749fd66ef6de4227c0c2088b5a84ab31e55,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0277.png"
280,"wall_0280",wall,176,120,892,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0064.png",0,96,1,0,120,176,120,13341,1,3d125158c1436dcc8ff1c8b09531f623c3fcfbb1,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0280.png"
284,"wall_0284",wall,176,120,1070,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0065.png",0,96,1,0,120,176,120,11006,1,501af32321f6702b78137837a8f52aeaa256f7a8,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0284.png"
297,"wall_0297",wall,176,120,1248,1939,176,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0072.png",0,96,1,0,120,176,120,11318,1,5ddbf21a6ccfac7ea8dca613c5d8717630f80608,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0297.png"
315,"wall_0315",wall,176,120,1426,1939,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_003_capture_0004.png",0,0,1,0,0,176,120,13463,1,0aca61489fb8c8539a4233a24626130cf1e9b343,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0315.png"
316,"wall_0316",wall,176,120,1604,1939,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_004_capture_0007.png",0,0,1,0,0,176,120,13824,1,d2f7cbd338cd402102d215b5d60ca80a518894e0,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0316.png"
327,"wall_0327",wall,176,120,1782,1939,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_008_capture_0017.png",0,0,1,0,0,176,120,11158,1,8ff1a9bba6432161dc9a56cbe730ab8a19dacc5b,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0327.png"
333,"wall_0333",wall,176,120,2,2061,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_010_capture_0020.png",0,0,1,0,0,176,120,12332,1,d8c545374011f48720a926e467a3d4489fbbce48,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0333.png"
335,"wall_0335",wall,176,120,180,2061,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_011_capture_0021.png",0,0,1,0,0,176,120,10890,1,e171626350bae414026480bbd5cfff0436d11641,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0335.png"
338,"wall_0338",wall,176,120,358,2061,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_012_capture_0026.png",0,0,1,0,0,176,120,10976,1,92f47c69062053e5539bfe9c02a043e584b182b6,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0338.png"
341,"wall_0341",wall,176,120,536,2061,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_013_capture_0027.png",0,0,1,0,0,176,120,12312,1,8a7ffe246d8874757a62a76a88a2f6e45044d4d1,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0341.png"
342,"wall_0342",wall,176,120,714,2061,176,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_014_capture_0028.png",0,0,1,0,0,176,120,14727,1,081a0a74c1e5d19dffe6aef90cef9c4487e32810,"analysis/wall_reconstruction/environment_surface_chunk_atlas/chunks/wall_0342.png"
