index,name,type,width,height,atlas_x,atlas_y,atlas_w,atlas_h,source_kind,source,source_x,source_y,source_w,source_h,source_count,hash,image
83,"right_wall_0083",right_wall,72,120,1428,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0017.png",104,120,72,120,2,4aea7c6d32c1fd63f8dbf2201d962dd060e38241,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0083.png"
88,"right_wall_0088",right_wall,72,120,1502,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0019.png",104,120,72,120,6,fdec590ec82edcc25227f4f85441a3baa4263a01,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0088.png"
93,"right_wall_0093",right_wall,72,120,1576,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0025.png",104,120,72,120,1,c7bc2d9e3efdd237457cfb1c097c14f1a58c97dd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0093.png"
98,"right_wall_0098",right_wall,72,120,1650,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0026.png",104,120,72,120,2,c24b1e8126cfb7df04d75cd018e4d9675ea2045a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0098.png"
102,"right_wall_0102",right_wall,72,120,1724,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0028.png",104,120,72,120,3,45a1eef3eedf191f283066a2bcd2db90c7c7b265,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0102.png"
107,"right_wall_0107",right_wall,72,120,1798,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0031.png",104,120,72,120,2,95f7161f97232bf058ea9ade1a68c5cc035ac8b5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0107.png"
112,"right_wall_0112",right_wall,72,120,1872,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0033.png",104,120,72,120,5,f46df6a26325666cfcb771d8bacbf27671d5c5ef,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0112.png"
117,"right_wall_0117",right_wall,72,120,1946,2400,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0035.png",104,120,72,120,11,57c00bc592ee3a5d66bb1843f848ca5d9f4ed34e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0117.png"
122,"right_wall_0122",right_wall,72,120,2,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0037.png",104,120,72,120,6,4667610842c878e3ea12c547ef089cfb16f2213c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0122.png"
129,"right_wall_0129",right_wall,72,120,76,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0004/keyframes/key_0001.png",104,120,72,120,5,8f0a8554af54a7ec515d8dbbd663133bb1fd005c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0129.png"
134,"right_wall_0134",right_wall,72,120,150,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0002.png",104,120,72,120,1,c2e40e8f3993956af82e8469a17a1c1c0ece7372,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0134.png"
143,"right_wall_0143",right_wall,72,120,224,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0004.png",104,120,72,120,1,d14f90179455453172f6062ca4937808c713736e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0143.png"
148,"right_wall_0148",right_wall,72,120,298,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0005.png",104,120,72,120,3,f716257dfa972f6577e0d60c2e28064906a40565,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0148.png"
153,"right_wall_0153",right_wall,72,120,372,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0006.png",104,120,72,120,1,cb3496850adf8258233c62c859da4db424c87b76,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0153.png"
158,"right_wall_0158",right_wall,72,120,446,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0007.png",104,120,72,120,1,2a4f9f1d5efd9401316f90a67fcf29d941c0ccd5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0158.png"
166,"right_wall_0166",right_wall,72,120,520,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0009.png",104,120,72,120,3,b84ca74e63b83c5154968442ade516a009c691e4,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0166.png"
171,"right_wall_0171",right_wall,72,120,594,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0010.png",104,120,72,120,2,0b8fb297e25eaaf7a38cecdad7ab7aad10b7f383,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0171.png"
183,"right_wall_0183",right_wall,72,120,668,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0016.png",104,120,72,120,1,eec6018fef52053ecfe23065e6faf8d1d9df3c82,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0183.png"
191,"right_wall_0191",right_wall,72,120,742,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0019.png",104,120,72,120,2,f5a8163f92a025eb7860897b2bd491042c42be52,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0191.png"
200,"right_wall_0200",right_wall,72,120,816,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0022.png",104,120,72,120,2,f774b108a65307801d63f3dc5ba7a782619bb944,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0200.png"
208,"right_wall_0208",right_wall,72,120,890,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0024.png",104,120,72,120,1,759eb99aa4c996d973bf99c9934b1bc7e95d4d5c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0208.png"
213,"right_wall_0213",right_wall,72,120,964,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0025.png",104,120,72,120,2,7716619cd3885b9df98111c9db455a0dbfd4d2ec,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0213.png"
221,"right_wall_0221",right_wall,72,120,1038,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0028.png",104,120,72,120,2,239a464fffcc11818305c9c008c1e163ea5027f0,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0221.png"
225,"right_wall_0225",right_wall,72,120,1112,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0031.png",104,120,72,120,2,db020377e9cbfa104b51b129dc536742304105cd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0225.png"
228,"right_wall_0228",right_wall,72,120,1186,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0032.png",104,120,72,120,2,5a347aed54488d404d6c3fc69530ed06fdd3c05f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0228.png"
235,"right_wall_0235",right_wall,72,120,1260,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0037.png",104,120,72,120,2,7c070537a3213776cce6057e78bc744ce8883d73,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0235.png"
239,"right_wall_0239",right_wall,72,120,1334,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0038.png",104,120,72,120,1,f7fa35eb9209a8784c702180427f2720063bc48b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0239.png"
247,"right_wall_0247",right_wall,72,120,1408,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0041.png",104,120,72,120,1,18aa19610df12228754450be7b5ee3c41a231e84,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0247.png"
252,"right_wall_0252",right_wall,72,120,1482,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0047.png",104,120,72,120,1,96ef3e19ab27fbba114be1bcfd6d77ee8989d7a9,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0252.png"
257,"right_wall_0257",right_wall,72,120,1556,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0048.png",104,120,72,120,1,ecde0d2cecea9828d488dda593de8bc54181145a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0257.png"
264,"right_wall_0264",right_wall,72,120,1630,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0052.png",104,120,72,120,1,aafc3efc3f408ab054901644ed0f78284ba02a54,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0264.png"
268,"right_wall_0268",right_wall,72,120,1704,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0053.png",104,120,72,120,1,f78a09603fa5e127c0ab8ef607c90da5c79d18df,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0268.png"
272,"right_wall_0272",right_wall,72,120,1778,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0054.png",104,120,72,120,1,19433e8cb8270d647d6e085abfec0c254e81b9c7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0272.png"
288,"right_wall_0288",right_wall,72,120,1852,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0062.png",104,120,72,120,2,7459242db87ac174fd2c487555a95b32a4ead8bf,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0288.png"
299,"right_wall_0299",right_wall,72,120,1926,2522,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0065.png",104,120,72,120,1,d2449671957d371a1590c8462bda972e5a4ceabc,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0299.png"
304,"right_wall_0304",right_wall,72,120,2,2644,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0069.png",104,120,72,120,3,81b40358bc54ac3825fbb7543cbf679e943d2ac2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0304.png"
320,"right_wall_0320",right_wall,72,120,76,2644,72,120,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0077.png",104,120,72,120,1,36925883d35e1f72fc25a4b08e57fcabc6418fcd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0320.png"
324,"right_wall_0324",right_wall,72,120,150,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_001_capture_0001.png",104,0,72,120,6,559861d3bafad95b362347efed4dbcee8b37a0bd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0324.png"
328,"right_wall_0328",right_wall,72,120,224,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_002_capture_0003.png",104,0,72,120,1,08a46deeeebf56886f6e51944b9418d5421b87db,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0328.png"
331,"right_wall_0331",right_wall,72,120,298,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_003_capture_0004.png",104,0,72,120,2,182a86acd4740b5ee51d892c57f23a7a4d612f15,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0331.png"
334,"right_wall_0334",right_wall,72,120,372,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_004_capture_0007.png",104,0,72,120,3,0ef01218f13f4ef6130cb6c106f012db068cb456,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0334.png"
338,"right_wall_0338",right_wall,72,120,446,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_005_capture_0008.png",104,0,72,120,1,b3f5220c4a278e5f6a7942e844e626de0c9c7400,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0338.png"
342,"right_wall_0342",right_wall,72,120,520,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_006_capture_0009.png",104,0,72,120,1,a76b7d435244b056b807966ab1a679435c32235d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0342.png"
345,"right_wall_0345",right_wall,72,120,594,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_007_capture_0016.png",104,0,72,120,1,891f37875fd55c612a84fe754154f489fd3101fc,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0345.png"
348,"right_wall_0348",right_wall,72,120,668,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_008_capture_0017.png",104,0,72,120,1,a8ca064531fd0ebb449f3a232ceb8f10a3f858bf,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0348.png"
351,"right_wall_0351",right_wall,72,120,742,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_009_capture_0018.png",104,0,72,120,1,4a51af62c872d6df1e5b9df52ed437216b21fd22,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0351.png"
354,"right_wall_0354",right_wall,72,120,816,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_010_capture_0020.png",104,0,72,120,1,bf1d958ccceb7265db24a73b736a024d99afe38b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0354.png"
357,"right_wall_0357",right_wall,72,120,890,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_011_capture_0021.png",104,0,72,120,2,8f4d34328eb0d186889cf182b740e7499f08a99a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0357.png"
360,"right_wall_0360",right_wall,72,120,964,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_012_capture_0026.png",104,0,72,120,1,fc14d3f84323edcf0829f98ff69c670566c19885,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0360.png"
364,"right_wall_0364",right_wall,72,120,1038,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_013_capture_0027.png",104,0,72,120,2,e63f1c4b7c3324ecef56a42ff3336ff13c4012ba,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0364.png"
367,"right_wall_0367",right_wall,72,120,1112,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_014_capture_0028.png",104,0,72,120,1,036b6fad9513f103a9dd1b90a51541b74a765f26,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0367.png"
370,"right_wall_0370",right_wall,72,120,1186,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_015_capture_0029.png",104,0,72,120,1,74dfcebf9b74097efc7ff1690992168080537261,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0370.png"
374,"right_wall_0374",right_wall,72,120,1260,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_016_capture_0030.png",104,0,72,120,2,3fc20e2e42a754c2977ce8f8f947c041753fe75f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0374.png"
381,"right_wall_0381",right_wall,72,120,1334,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_018_capture_0033.png",104,0,72,120,1,5ac25797f3878d0443e40c5e9648d45e13786800,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0381.png"
388,"right_wall_0388",right_wall,72,120,1408,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_020_capture_0039.png",104,0,72,120,3,7d597bb28ef1d9be3f92e418c55d742c34a45b29,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0388.png"
392,"right_wall_0392",right_wall,72,120,1482,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_021_capture_0040.png",104,0,72,120,3,2517873905fc96c9d1d3e8a90475581268020912,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0392.png"
396,"right_wall_0396",right_wall,72,120,1556,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_022_capture_0041.png",104,0,72,120,3,6afc34625c0d9548d9fcd077f1c1834a769a8700,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0396.png"
403,"right_wall_0403",right_wall,72,120,1630,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_025_capture_0051.png",104,0,72,120,1,0794b427298b304171dd289e5b731a23fc1fad7e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0403.png"
407,"right_wall_0407",right_wall,72,120,1704,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_026_capture_0058.png",104,0,72,120,1,7eea25d8577b9ae3c7aad66b96ab0082719c8a64,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0407.png"
411,"right_wall_0411",right_wall,72,120,1778,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_027_capture_0059.png",104,0,72,120,1,83b87c5e849e08fd725b47d1ec6612cc0d7e4c0e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0411.png"
413,"right_wall_0413",right_wall,72,120,1852,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_028_capture_0067.png",104,0,72,120,1,9215a8d4da8bcdbfb08583a693a999e259858fd4,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0413.png"
416,"right_wall_0416",right_wall,72,120,1926,2644,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_029_capture_0068.png",104,0,72,120,1,37107e57a46d8858a87a6d608ce375a6edfa5007,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0416.png"
419,"right_wall_0419",right_wall,72,120,2,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_030_capture_0070.png",104,0,72,120,3,78399df6b24c0688a01f391a92128c14bfb1195e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0419.png"
440,"right_wall_0440",right_wall,72,120,76,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_038_capture_0105.png",104,0,72,120,1,db3846988f62ed4e0df07a2bf86ce578f3b8ca59,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0440.png"
444,"right_wall_0444",right_wall,72,120,150,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_039_capture_0106.png",104,0,72,120,1,82069952114b5d3b273ec559ef61d1eb533e4468,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0444.png"
448,"right_wall_0448",right_wall,72,120,224,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_040_capture_0107.png",104,0,72,120,1,5dc719114434c427942fcd6e0e4567cabd53e00a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0448.png"
452,"right_wall_0452",right_wall,72,120,298,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_041_capture_0108.png",104,0,72,120,1,4d4bc01a3f595f2187585ad571b50ea38cd365e8,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0452.png"
456,"right_wall_0456",right_wall,72,120,372,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_043_capture_0116.png",104,0,72,120,1,bdcee6c9dac88dd67587784f9d9cdd2818ce745d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0456.png"
462,"right_wall_0462",right_wall,72,120,446,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_045_capture_0134.png",104,0,72,120,1,2d1cd569c8c14ad71a0b3b39967fcc2bdde9a80a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0462.png"
472,"right_wall_0472",right_wall,72,120,520,2766,72,120,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_050_capture_0146.png",104,0,72,120,1,f372f3c99b6660955a61d3c199e27d31729ff1a2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/right_wall_0472.png"
