index,name,type,width,height,atlas_x,atlas_y,atlas_w,atlas_h,source_kind,source,source_x,source_y,source_w,source_h,source_count,hash,image
1,"ceiling_0001",ceiling,176,40,2,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0001.png",0,96,176,40,17,60cb6ae24ea0631e342e7578b59c3b385395afe0,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0001.png"
6,"ceiling_0006",ceiling,176,40,180,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0003.png",0,96,176,40,4,8512ec71d8be1eef3413e80ceb1d552c3e52e36e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0006.png"
11,"ceiling_0011",ceiling,176,40,358,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0004.png",0,96,176,40,4,365b7fefb51f39fce9d19a785e7316c382b81d4e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0011.png"
16,"ceiling_0016",ceiling,176,40,536,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0005.png",0,96,176,40,9,d566616d69ff1c2439243d7120eef4c527998812,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0016.png"
21,"ceiling_0021",ceiling,176,40,714,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0007.png",0,96,176,40,14,ac0c567fb8fd172732d08533efb4394089ea34d3,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0021.png"
25,"ceiling_0025",ceiling,176,40,892,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0018.png",0,96,176,40,3,32295a9cb9f37315bd8da1d08840904854f9eec8,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0025.png"
30,"ceiling_0030",ceiling,176,40,1070,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0019.png",0,96,176,40,3,ccf97c0795024ba98498010a3151ae31f1fe1390,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0030.png"
35,"ceiling_0035",ceiling,176,40,1248,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0021.png",0,96,176,40,3,7de8a4dffe1c995bf0c94f0b7d52ba7caf8ef362,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0035.png"
40,"ceiling_0040",ceiling,176,40,1426,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0022.png",0,96,176,40,24,3b6ddd0d558aa36d2da93b13a4447ea86af41b58,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0040.png"
45,"ceiling_0045",ceiling,176,40,1604,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0026.png",0,96,176,40,2,2ec3366590d032278e5174897836c33f7e3cf33f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0045.png"
50,"ceiling_0050",ceiling,176,40,1782,2,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0027.png",0,96,176,40,2,e0ff6f017696bd1fa8378abde259cfccf698b7ba,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0050.png"
54,"ceiling_0054",ceiling,176,40,2,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0028.png",0,96,176,40,7,1d174ec57735009caa5e64df9a20989c394e1ed2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0054.png"
57,"ceiling_0057",ceiling,176,40,180,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0030.png",0,96,176,40,9,6e8e5ab2738ed4a0d90a401c07f0c49c66393fa4,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0057.png"
60,"ceiling_0060",ceiling,176,40,358,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0004.png",0,96,176,40,2,e1d98065fd4c4e60f2a332b3007b3a2bdf87b704,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0060.png"
65,"ceiling_0065",ceiling,176,40,536,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0006.png",0,96,176,40,2,9f14706fec187df252dfe70a94008eb54a7b820d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0065.png"
70,"ceiling_0070",ceiling,176,40,714,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0008.png",0,96,176,40,7,72eecd28d812adde8af8c125aef287b222b1340a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0070.png"
75,"ceiling_0075",ceiling,176,40,892,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0015.png",0,96,176,40,2,5787b06607a03e2e9e6c899dbcecd914ba1c1427,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0075.png"
80,"ceiling_0080",ceiling,176,40,1070,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0017.png",0,96,176,40,2,db026a15c9193c363e73df4bcf315ff9da951786,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0080.png"
85,"ceiling_0085",ceiling,176,40,1248,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0019.png",0,96,176,40,6,ada0baf361e0670b04cc97436570edb3b66a5098,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0085.png"
90,"ceiling_0090",ceiling,176,40,1426,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0025.png",0,96,176,40,1,da9921974c0fc37ce2c95ff2cc916750eadae9b7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0090.png"
95,"ceiling_0095",ceiling,176,40,1604,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0026.png",0,96,176,40,2,fefa5d5b575ac6ee8990347106a1bf31cedf6489,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0095.png"
100,"ceiling_0100",ceiling,176,40,1782,44,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0028.png",0,96,176,40,3,4adcff24c103b5619acfd802e3fba59120333aec,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0100.png"
104,"ceiling_0104",ceiling,176,40,2,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0031.png",0,96,176,40,2,d1a9bac9653501d7f81e09ad0da485db1842a347,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0104.png"
109,"ceiling_0109",ceiling,176,40,180,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0033.png",0,96,176,40,2,01e73c1ab9ddb9c02d83568f203031dc44a9145c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0109.png"
114,"ceiling_0114",ceiling,176,40,358,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0035.png",0,96,176,40,2,63b1c04ffe628451888a5d66f99a44ea4f1ad256,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0114.png"
119,"ceiling_0119",ceiling,176,40,536,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0037.png",0,96,176,40,6,687b5c8795347151b51e5e2cf6a2efae625e2d64,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0119.png"
124,"ceiling_0124",ceiling,176,40,714,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0003/keyframes/key_0006.png",0,96,176,40,16,78cb9e01375952e123b702112a358a94efea6403,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0124.png"
126,"ceiling_0126",ceiling,176,40,892,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0004/keyframes/key_0001.png",0,96,176,40,5,0e55035b95b14fabfcdfd70323492daf458718b7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0126.png"
131,"ceiling_0131",ceiling,176,40,1070,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0002.png",0,96,176,40,1,b29e0c623ca83d59278a582f9d28408715a1658c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0131.png"
136,"ceiling_0136",ceiling,176,40,1248,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0003.png",0,96,176,40,2,b401fa11789d67797ababdfc77bb04ce7e783020,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0136.png"
140,"ceiling_0140",ceiling,176,40,1426,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0004.png",0,96,176,40,1,722485a089cae4e180bced4f21e22b6be3ffdb59,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0140.png"
145,"ceiling_0145",ceiling,176,40,1604,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0005.png",0,96,176,40,2,5fd959898f761c6995a27fb3e490fe6bc5685a2d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0145.png"
150,"ceiling_0150",ceiling,176,40,1782,86,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0006.png",0,96,176,40,2,fa00964ca326c82510bd7ac29597867075b954dd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0150.png"
155,"ceiling_0155",ceiling,176,40,2,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0007.png",0,96,176,40,3,383bb7173af9c3cbd60184cc79bce747d6df9480,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0155.png"
160,"ceiling_0160",ceiling,176,40,180,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0008.png",0,96,176,40,5,41b1bba4807bc6cefa6661faa6444075ab5fe24b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0160.png"
163,"ceiling_0163",ceiling,176,40,358,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0009.png",0,96,176,40,5,2907a782044b95219650c7fbf17aa5de353f5fa7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0163.png"
168,"ceiling_0168",ceiling,176,40,536,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0010.png",0,96,176,40,2,0e9d25091a4084ecbd9fa4dcb008ea5b5f852df4,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0168.png"
173,"ceiling_0173",ceiling,176,40,714,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0013.png",0,96,176,40,3,e9ca858150a3f44858f430d00333e45117767bbe,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0173.png"
180,"ceiling_0180",ceiling,176,40,892,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0016.png",0,96,176,40,1,400104021ec955262e699cd36958fe16e7165823,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0180.png"
188,"ceiling_0188",ceiling,176,40,1070,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0019.png",0,96,176,40,2,68e3de729aea9e5f055344b8a282330955cd4864,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0188.png"
193,"ceiling_0193",ceiling,176,40,1248,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0020.png",0,96,176,40,1,a6ad1ea200d6928b2429b2565134bf50c6346bfc,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0193.png"
197,"ceiling_0197",ceiling,176,40,1426,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0022.png",0,96,176,40,2,08b78046cd0bd801f33942cea73d8d903882cb85,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0197.png"
202,"ceiling_0202",ceiling,176,40,1604,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0023.png",0,96,176,40,1,34a2d0decabc42c260593944877a723f4e1dc42d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0202.png"
205,"ceiling_0205",ceiling,176,40,1782,128,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0024.png",0,96,176,40,1,5f0fb0c8851b7b73fc10e510fef9d8853c7df8a0,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0205.png"
210,"ceiling_0210",ceiling,176,40,2,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0025.png",0,96,176,40,1,4819fb3391548a42cfcaff72872e154be548025b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0210.png"
215,"ceiling_0215",ceiling,176,40,180,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0026.png",0,96,176,40,1,6bc8415d299e64b2b40d75ce8510b4a282586ff7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0215.png"
218,"ceiling_0218",ceiling,176,40,358,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0028.png",0,96,176,40,2,a37ae6a9edd8585c92f11e7078c4c20624489a2b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0218.png"
223,"ceiling_0223",ceiling,176,40,536,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0031.png",0,96,176,40,1,bf04aa8941ecd564804acc2f0e1fd1696cc73f6f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0223.png"
232,"ceiling_0232",ceiling,176,40,714,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0037.png",0,96,176,40,1,f454adf1ca7de560d2a40cc1579b122d2e5332ca,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0232.png"
237,"ceiling_0237",ceiling,176,40,892,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0038.png",0,96,176,40,1,3990e26ee1842546e691eb7b1a462e4f65cee216,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0237.png"
241,"ceiling_0241",ceiling,176,40,1070,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0040.png",0,96,176,40,2,580e3a344fb2b5a6788b1ba0e8edc6dd97993fea,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0241.png"
244,"ceiling_0244",ceiling,176,40,1248,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0041.png",0,96,176,40,1,fb0364e9552d9ce4f9c562c0c3374cd67762a03e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0244.png"
249,"ceiling_0249",ceiling,176,40,1426,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0047.png",0,96,176,40,1,fabac6db8314642273cab612be3ff1610719550e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0249.png"
254,"ceiling_0254",ceiling,176,40,1604,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0048.png",0,96,176,40,2,7930f36093530c730561f33ce9319df8df481c71,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0254.png"
274,"ceiling_0274",ceiling,176,40,1782,170,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0056.png",0,96,176,40,1,0a4e093fce4c9c8c84c07e7d8550ce75b4f0bc74,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0274.png"
278,"ceiling_0278",ceiling,176,40,2,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0058.png",0,96,176,40,1,b11f26daa4aabfbfd827c4ea39505150910c2846,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0278.png"
282,"ceiling_0282",ceiling,176,40,180,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0060.png",0,96,176,40,1,9b4e5f6ee2cb4a0b95323c6b3774b655d347f022,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0282.png"
285,"ceiling_0285",ceiling,176,40,358,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0062.png",0,96,176,40,2,e2039e10ddb430b23e242c560c9335981b35850e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0285.png"
290,"ceiling_0290",ceiling,176,40,536,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0063.png",0,96,176,40,1,5323f222e42afa85f7150a347cc13fe69ff14be2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0290.png"
294,"ceiling_0294",ceiling,176,40,714,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0064.png",0,96,176,40,1,a0b0c727df322330ee4b97417e70bfc22366ec9b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0294.png"
296,"ceiling_0296",ceiling,176,40,892,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0065.png",0,96,176,40,1,b4e58575b0422a779c9d2ee3d0a14cb79d9a106e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0296.png"
301,"ceiling_0301",ceiling,176,40,1070,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0069.png",0,96,176,40,3,fbe7a350daa08fc3d3189d9438f90700f270f056,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0301.png"
306,"ceiling_0306",ceiling,176,40,1248,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0071.png",0,96,176,40,1,b230b76d59745ee7554851c9a05282f729cf9c89,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0306.png"
310,"ceiling_0310",ceiling,176,40,1426,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0072.png",0,96,176,40,1,5d0c9eb1674c66de2e2b1396a5d3b91889f99297,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0310.png"
313,"ceiling_0313",ceiling,176,40,1604,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0076.png",0,96,176,40,1,b26b725eb1297cd5aac126d67cf4ff86d8a2fd1f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0313.png"
317,"ceiling_0317",ceiling,176,40,1782,212,176,40,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0077.png",0,96,176,40,1,99ff6d2c321097c5c6ac88116181f639f2da448e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/ceiling_0317.png"
3,"center_back_0003",center_back,136,72,2,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0001.png",40,120,136,72,28,300578f4fa6f24261a6316389010765aa5dba766,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0003.png"
8,"center_back_0008",center_back,136,72,140,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0003.png",40,120,136,72,4,f1d71c9cb670034ea46537da8ed2062053595819,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0008.png"
13,"center_back_0013",center_back,136,72,278,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0004.png",40,120,136,72,4,ed9fd75f3dc1fbc48f169440d0bd002597812fb8,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0013.png"
18,"center_back_0018",center_back,136,72,416,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0005.png",40,120,136,72,16,c8d5e377255fc17bb49ae976982fb726bd43c82f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0018.png"
22,"center_back_0022",center_back,136,72,554,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0007.png",40,120,136,72,31,f6b077a7748890ffc97cdab86cdc7528a9363534,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0022.png"
27,"center_back_0027",center_back,136,72,692,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0018.png",40,120,136,72,3,1fb36e6180cddfdfd55c44c39dd5116ba88dff43,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0027.png"
32,"center_back_0032",center_back,136,72,830,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0019.png",40,120,136,72,3,a4410f800ae0cd4620f7f7c4daef9e4af0cf5471,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0032.png"
37,"center_back_0037",center_back,136,72,968,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0021.png",40,120,136,72,3,9129893bcb9d5cdefb4e2aaf52bf492833192bf3,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0037.png"
42,"center_back_0042",center_back,136,72,1106,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0022.png",40,120,136,72,24,4ce94ce00f67a48033d4c86412fb8912eebbcd8f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0042.png"
47,"center_back_0047",center_back,136,72,1244,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0026.png",40,120,136,72,1,c1f3d2ac08b71dd9ad43ede6c6e511e1b392476f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0047.png"
52,"center_back_0052",center_back,136,72,1382,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0027.png",40,120,136,72,3,54dc2f895111b71023e4ed59d2fcab4f5ea4675d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0052.png"
62,"center_back_0062",center_back,136,72,1520,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0004.png",40,120,136,72,2,836a7a8601b7063609ecdc724bffb532277d818e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0062.png"
67,"center_back_0067",center_back,136,72,1658,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0006.png",40,120,136,72,2,d2a513a5d2666c9481df79953305dace755eed79,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0067.png"
72,"center_back_0072",center_back,136,72,1796,254,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0008.png",40,120,136,72,7,1ee7719ba7fab599d8188eaeca702f17ca0c9075,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0072.png"
77,"center_back_0077",center_back,136,72,2,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0015.png",40,120,136,72,2,976449723436525859ab6ce8310fcfdde899e658,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0077.png"
82,"center_back_0082",center_back,136,72,140,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0017.png",40,120,136,72,2,692a2ef7ca1ac6fdbdaf7a7438948b8619257961,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0082.png"
87,"center_back_0087",center_back,136,72,278,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0019.png",40,120,136,72,6,503558b9352ff55766c11dcf30ba9927ead5068a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0087.png"
92,"center_back_0092",center_back,136,72,416,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0025.png",40,120,136,72,1,2a137cc5068fce416e9e9f5725fd0e78288eedfd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0092.png"
97,"center_back_0097",center_back,136,72,554,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0026.png",40,120,136,72,2,32a689ec7d93ce67363aaa83c5e8b2b4e44512c7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0097.png"
101,"center_back_0101",center_back,136,72,692,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0028.png",40,120,136,72,3,69373650bdad55dd632ed7e60c0b46ffb5aac98b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0101.png"
106,"center_back_0106",center_back,136,72,830,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0031.png",40,120,136,72,2,31812e170e684e92582f82580ad90ed2892572ff,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0106.png"
111,"center_back_0111",center_back,136,72,968,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0033.png",40,120,136,72,2,b7876788f96c67eab51b521006c4f01cea5332cb,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0111.png"
116,"center_back_0116",center_back,136,72,1106,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0035.png",40,120,136,72,7,c6f197fafce32ce021fff523d97964ab52f4cd6d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0116.png"
121,"center_back_0121",center_back,136,72,1244,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0037.png",40,120,136,72,6,aa42c169fbc7ad4bb36d405388e5b3f676f43952,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0121.png"
128,"center_back_0128",center_back,136,72,1382,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0004/keyframes/key_0001.png",40,120,136,72,5,856bf901111f5f5867dee727727935ee2c023fab,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0128.png"
133,"center_back_0133",center_back,136,72,1520,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0002.png",40,120,136,72,1,3f345ecdd33f7ea2660e85f9d42442894bd59097,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0133.png"
